ORDERNUMBER,ORDERDATE,REQUIREDDATE,SHIPPEDDATE,STATUS,CUSTOMERNUMBER,CREATE_TIMESTAMP,UPDATE_TIMESTAMP,CANCELLEDDATE
10291,2004-09-08 00:00:00,2004-09-17 00:00:00,2004-09-14 00:00:00,Shipped,448,2005-06-09 12:00:00,2005-06-09 12:00:00,
10292,2004-09-08 00:00:00,2004-09-18 00:00:00,2004-09-11 00:00:00,Shipped,131,2005-06-09 12:00:00,2005-06-09 12:00:00,
10293,2004-09-09 00:00:00,2004-09-18 00:00:00,2004-09-14 00:00:00,Shipped,249,2005-06-09 12:00:00,2005-06-09 12:00:00,
10294,2004-09-10 00:00:00,2004-09-17 00:00:00,2004-09-14 00:00:00,Shipped,204,2005-06-09 12:00:00,2005-06-09 12:00:00,
10296,2004-09-15 00:00:00,2004-09-22 00:00:00,2004-09-16 00:00:00,Shipped,415,2005-06-09 12:00:00,2005-06-09 12:00:00,
10297,2004-09-16 00:00:00,2004-09-22 00:00:00,2004-09-21 00:00:00,Shipped,189,2005-06-09 12:00:00,2005-06-09 12:00:00,
10298,2004-09-27 00:00:00,2004-10-05 00:00:00,2004-10-01 00:00:00,Shipped,103,2005-06-09 12:00:00,2005-06-09 12:00:00,
10299,2004-09-30 00:00:00,2004-10-10 00:00:00,2004-10-01 00:00:00,Shipped,186,2005-06-09 12:00:00,2005-06-09 12:00:00,
10300,2003-10-04 00:00:00,2003-10-13 00:00:00,2003-10-09 00:00:00,Shipped,128,2005-06-09 12:00:00,2005-06-09 12:00:00,
10301,2003-10-05 00:00:00,2003-10-15 00:00:00,2003-10-08 00:00:00,Shipped,299,2005-06-09 12:00:00,2005-06-09 12:00:00,
10302,2003-10-06 00:00:00,2003-10-16 00:00:00,2003-10-07 00:00:00,Shipped,201,2005-06-09 12:00:00,2005-06-09 12:00:00,
10303,2004-10-06 00:00:00,2004-10-14 00:00:00,2004-10-09 00:00:00,Shipped,484,2005-06-09 12:00:00,2005-06-09 12:00:00,
10304,2004-10-11 00:00:00,2004-10-20 00:00:00,2004-10-17 00:00:00,Shipped,256,2005-06-09 12:00:00,2005-06-09 12:00:00,
10305,2004-10-13 00:00:00,2004-10-22 00:00:00,2004-10-15 00:00:00,Shipped,286,2005-06-09 12:00:00,2005-06-09 12:00:00,
10306,2004-10-14 00:00:00,2004-10-21 00:00:00,2004-10-17 00:00:00,Shipped,187,2005-06-09 12:00:00,2005-06-09 12:00:00,
10307,2004-10-14 00:00:00,2004-10-23 00:00:00,2004-10-20 00:00:00,Shipped,339,2005-06-09 12:00:00,2005-06-09 12:00:00,
10308,2004-10-15 00:00:00,2004-10-24 00:00:00,2004-10-20 00:00:00,Shipped,319,2005-06-09 12:00:00,2005-06-09 12:00:00,
10309,2004-10-15 00:00:00,2004-10-24 00:00:00,2004-10-18 00:00:00,Shipped,121,2005-06-09 12:00:00,2005-06-09 12:00:00,
10310,2004-10-16 00:00:00,2004-10-24 00:00:00,2004-10-18 00:00:00,Shipped,259,2005-06-09 12:00:00,2005-06-09 12:00:00,
10311,2004-10-16 00:00:00,2004-10-23 00:00:00,2004-10-20 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10312,2004-10-21 00:00:00,2004-10-27 00:00:00,2004-10-23 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10313,2004-10-22 00:00:00,2004-10-28 00:00:00,2004-10-25 00:00:00,Shipped,202,2005-06-09 12:00:00,2005-06-09 12:00:00,
10314,2004-10-22 00:00:00,2004-11-01 00:00:00,2004-10-23 00:00:00,Shipped,227,2005-06-09 12:00:00,2005-06-09 12:00:00,
10315,2004-10-29 00:00:00,2004-11-08 00:00:00,2004-10-30 00:00:00,Shipped,119,2005-06-09 12:00:00,2005-06-09 12:00:00,
10316,2004-11-01 00:00:00,2004-11-09 00:00:00,2004-11-07 00:00:00,Shipped,240,2005-06-09 12:00:00,2005-06-09 12:00:00,
10317,2004-11-02 00:00:00,2004-11-12 00:00:00,2004-11-08 00:00:00,Shipped,161,2005-06-09 12:00:00,2005-06-09 12:00:00,
10318,2004-11-02 00:00:00,2004-11-09 00:00:00,2004-11-07 00:00:00,Shipped,157,2005-06-09 12:00:00,2005-06-09 12:00:00,
10319,2004-11-03 00:00:00,2004-11-11 00:00:00,2004-11-06 00:00:00,Shipped,456,2005-06-09 12:00:00,2005-06-09 12:00:00,
10321,2004-11-04 00:00:00,2004-11-12 00:00:00,2004-11-07 00:00:00,Shipped,462,2005-06-09 12:00:00,2005-06-09 12:00:00,
10322,2004-11-04 00:00:00,2004-11-12 00:00:00,2004-11-10 00:00:00,Shipped,363,2005-06-09 12:00:00,2005-06-09 12:00:00,
10323,2004-11-05 00:00:00,2004-11-12 00:00:00,2004-11-09 00:00:00,Shipped,128,2005-06-09 12:00:00,2005-06-09 12:00:00,
10324,2004-11-05 00:00:00,2004-11-11 00:00:00,2004-11-08 00:00:00,Shipped,181,2005-06-09 12:00:00,2005-06-09 12:00:00,
10325,2004-11-05 00:00:00,2004-11-13 00:00:00,2004-11-08 00:00:00,Shipped,121,2005-06-09 12:00:00,2005-06-09 12:00:00,
10326,2004-11-09 00:00:00,2004-11-16 00:00:00,2004-11-10 00:00:00,Shipped,144,2005-06-09 12:00:00,2005-06-09 12:00:00,
10328,2004-11-12 00:00:00,2004-11-21 00:00:00,2004-11-18 00:00:00,Shipped,278,2005-06-09 12:00:00,2005-06-09 12:00:00,
10329,2004-11-15 00:00:00,2004-11-24 00:00:00,2004-11-16 00:00:00,Shipped,131,2005-06-09 12:00:00,2005-06-09 12:00:00,
10330,2004-11-16 00:00:00,2004-11-25 00:00:00,2004-11-21 00:00:00,Shipped,385,2005-06-09 12:00:00,2005-06-09 12:00:00,
10331,2004-11-17 00:00:00,2004-11-23 00:00:00,2004-11-23 00:00:00,Shipped,486,2005-06-09 12:00:00,2005-06-09 12:00:00,
10332,2004-11-17 00:00:00,2004-11-25 00:00:00,2004-11-18 00:00:00,Shipped,187,2005-06-09 12:00:00,2005-06-09 12:00:00,
10333,2004-11-18 00:00:00,2004-11-27 00:00:00,2004-11-20 00:00:00,Shipped,129,2005-06-09 12:00:00,2005-06-09 12:00:00,
10334,2004-11-19 00:00:00,2004-11-28 00:00:00,,On Hold,144,2005-06-09 12:00:00,2005-06-09 12:00:00,
10335,2004-11-19 00:00:00,2004-11-29 00:00:00,2004-11-23 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10336,2004-11-20 00:00:00,2004-11-26 00:00:00,2004-11-24 00:00:00,Shipped,172,2005-06-09 12:00:00,2005-06-09 12:00:00,
10337,2004-11-21 00:00:00,2004-11-30 00:00:00,2004-11-26 00:00:00,Shipped,424,2005-06-09 12:00:00,2005-06-09 12:00:00,
10338,2004-11-22 00:00:00,2004-12-02 00:00:00,2004-11-27 00:00:00,Shipped,381,2005-06-09 12:00:00,2005-06-09 12:00:00,
10339,2004-11-23 00:00:00,2004-11-30 00:00:00,2004-11-30 00:00:00,Shipped,398,2005-06-09 12:00:00,2005-06-09 12:00:00,
10340,2004-11-24 00:00:00,2004-12-01 00:00:00,2004-11-25 00:00:00,Shipped,216,2005-06-09 12:00:00,2005-06-09 12:00:00,
10341,2004-11-24 00:00:00,2004-12-01 00:00:00,2004-11-29 00:00:00,Shipped,382,2005-06-09 12:00:00,2005-06-09 12:00:00,
10342,2004-11-24 00:00:00,2004-12-01 00:00:00,2004-11-29 00:00:00,Shipped,114,2005-06-09 12:00:00,2005-06-09 12:00:00,
10343,2004-11-24 00:00:00,2004-12-01 00:00:00,2004-11-26 00:00:00,Shipped,353,2005-06-09 12:00:00,2005-06-09 12:00:00,
10344,2004-11-25 00:00:00,2004-12-02 00:00:00,2004-11-29 00:00:00,Shipped,350,2005-06-09 12:00:00,2005-06-09 12:00:00,
10345,2004-11-25 00:00:00,2004-12-01 00:00:00,2004-11-26 00:00:00,Shipped,103,2005-06-09 12:00:00,2005-06-09 12:00:00,
10346,2004-11-29 00:00:00,2004-12-05 00:00:00,2004-11-30 00:00:00,Shipped,112,2005-06-09 12:00:00,2005-06-09 12:00:00,
10347,2004-11-29 00:00:00,2004-12-07 00:00:00,2004-11-30 00:00:00,Shipped,114,2005-06-09 12:00:00,2005-06-09 12:00:00,
10348,2004-11-01 00:00:00,2004-11-08 00:00:00,2004-11-05 00:00:00,Shipped,458,2005-06-09 12:00:00,2005-06-09 12:00:00,
10349,2004-12-01 00:00:00,2004-12-07 00:00:00,2004-12-03 00:00:00,Shipped,151,2005-06-09 12:00:00,2005-06-09 12:00:00,
10350,2004-12-02 00:00:00,2004-12-08 00:00:00,2004-12-05 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10351,2004-12-03 00:00:00,2004-12-11 00:00:00,2004-12-07 00:00:00,Shipped,324,2005-06-09 12:00:00,2005-06-09 12:00:00,
10352,2004-12-03 00:00:00,2004-12-12 00:00:00,2004-12-09 00:00:00,Shipped,198,2005-06-09 12:00:00,2005-06-09 12:00:00,
10353,2004-12-04 00:00:00,2004-12-11 00:00:00,2004-12-05 00:00:00,Shipped,447,2005-06-09 12:00:00,2005-06-09 12:00:00,
10355,2004-12-07 00:00:00,2004-12-14 00:00:00,2004-12-13 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10356,2004-12-09 00:00:00,2004-12-15 00:00:00,2004-12-12 00:00:00,Shipped,250,2005-06-09 12:00:00,2005-06-09 12:00:00,
10357,2004-12-10 00:00:00,2004-12-16 00:00:00,2004-12-14 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10358,2004-12-10 00:00:00,2004-12-16 00:00:00,2004-12-16 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10359,2004-12-15 00:00:00,2004-12-23 00:00:00,2004-12-18 00:00:00,Shipped,353,2005-06-09 12:00:00,2005-06-09 12:00:00,
10361,2004-12-17 00:00:00,2004-12-24 00:00:00,2004-12-20 00:00:00,Shipped,282,2005-06-09 12:00:00,2005-06-09 12:00:00,
10362,2005-01-05 00:00:00,2005-01-16 00:00:00,2005-01-10 00:00:00,Shipped,161,2005-06-09 12:00:00,2005-06-09 12:00:00,
10363,2005-01-06 00:00:00,2005-01-12 00:00:00,2005-01-10 00:00:00,Shipped,334,2005-06-09 12:00:00,2005-06-09 12:00:00,
10364,2005-01-06 00:00:00,2005-01-17 00:00:00,2005-01-09 00:00:00,Shipped,350,2005-06-09 12:00:00,2005-06-09 12:00:00,
10365,2005-01-07 00:00:00,2005-01-18 00:00:00,2005-01-11 00:00:00,Shipped,320,2005-06-09 12:00:00,2005-06-09 12:00:00,
10366,2005-01-10 00:00:00,2005-01-19 00:00:00,2005-01-12 00:00:00,Shipped,381,2005-06-09 12:00:00,2005-06-09 12:00:00,
10368,2005-01-19 00:00:00,2005-01-27 00:00:00,2005-01-24 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10369,2005-01-20 00:00:00,2005-01-28 00:00:00,2005-01-24 00:00:00,Shipped,379,2005-06-09 12:00:00,2005-06-09 12:00:00,
10370,2005-01-20 00:00:00,2005-02-01 00:00:00,2005-01-25 00:00:00,Shipped,276,2005-06-09 12:00:00,2005-06-09 12:00:00,
10371,2005-01-23 00:00:00,2005-02-03 00:00:00,2005-01-25 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10372,2005-01-26 00:00:00,2005-02-05 00:00:00,2005-01-28 00:00:00,Shipped,398,2005-06-09 12:00:00,2005-06-09 12:00:00,
10373,2005-01-31 00:00:00,2005-02-08 00:00:00,2005-02-06 00:00:00,Shipped,311,2005-06-09 12:00:00,2005-06-09 12:00:00,
10374,2005-02-02 00:00:00,2005-02-09 00:00:00,2005-02-03 00:00:00,Shipped,333,2005-06-09 12:00:00,2005-06-09 12:00:00,
10375,2005-02-03 00:00:00,2005-02-10 00:00:00,2005-02-06 00:00:00,Shipped,119,2005-06-09 12:00:00,2005-06-09 12:00:00,
10376,2005-02-08 00:00:00,2005-02-18 00:00:00,2005-02-13 00:00:00,Shipped,219,2005-06-09 12:00:00,2005-06-09 12:00:00,
10377,2005-02-09 00:00:00,2005-02-21 00:00:00,2005-02-12 00:00:00,Shipped,186,2005-06-09 12:00:00,2005-06-09 12:00:00,
10378,2005-02-10 00:00:00,2005-02-18 00:00:00,2005-02-11 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10379,2005-02-10 00:00:00,2005-02-18 00:00:00,2005-02-11 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10380,2005-02-16 00:00:00,2005-02-24 00:00:00,2005-02-18 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10381,2005-02-17 00:00:00,2005-02-25 00:00:00,2005-02-18 00:00:00,Shipped,321,2005-06-09 12:00:00,2005-06-09 12:00:00,
10382,2005-02-17 00:00:00,2005-02-23 00:00:00,2005-02-18 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10383,2005-02-22 00:00:00,2005-03-02 00:00:00,2005-02-25 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10384,2005-02-23 00:00:00,2005-03-06 00:00:00,2005-02-27 00:00:00,Shipped,321,2005-06-09 12:00:00,2005-06-09 12:00:00,
10385,2005-02-28 00:00:00,2005-03-09 00:00:00,2005-03-01 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10386,2005-03-01 00:00:00,2005-03-09 00:00:00,2005-03-06 00:00:00,Resolved,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10387,2005-03-02 00:00:00,2005-03-09 00:00:00,2005-03-06 00:00:00,Shipped,148,2005-06-09 12:00:00,2005-06-09 12:00:00,
10388,2005-03-03 00:00:00,2005-03-11 00:00:00,2005-03-09 00:00:00,Shipped,462,2005-06-09 12:00:00,2005-06-09 12:00:00,
10389,2005-03-03 00:00:00,2005-03-09 00:00:00,2005-03-08 00:00:00,Shipped,448,2005-06-09 12:00:00,2005-06-09 12:00:00,
10390,2005-03-04 00:00:00,2005-03-11 00:00:00,2005-03-07 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10391,2005-03-09 00:00:00,2005-03-20 00:00:00,2005-03-15 00:00:00,Shipped,276,2005-06-09 12:00:00,2005-06-09 12:00:00,
10392,2005-03-10 00:00:00,2005-03-18 00:00:00,2005-03-12 00:00:00,Shipped,452,2005-06-09 12:00:00,2005-06-09 12:00:00,
10393,2005-03-11 00:00:00,2005-03-22 00:00:00,2005-03-14 00:00:00,Shipped,323,2005-06-09 12:00:00,2005-06-09 12:00:00,
10394,2005-03-15 00:00:00,2005-03-25 00:00:00,2005-03-19 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10395,2005-03-17 00:00:00,2005-03-24 00:00:00,2005-03-23 00:00:00,Shipped,250,2005-06-09 12:00:00,2005-06-09 12:00:00,
10396,2005-03-23 00:00:00,2005-04-02 00:00:00,2005-03-28 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10397,2005-03-28 00:00:00,2005-04-09 00:00:00,2005-04-01 00:00:00,Shipped,242,2005-06-09 12:00:00,2005-06-09 12:00:00,
10398,2005-03-30 00:00:00,2005-04-09 00:00:00,2005-03-31 00:00:00,Shipped,353,2005-06-09 12:00:00,2005-06-09 12:00:00,
10399,2005-04-01 00:00:00,2005-04-12 00:00:00,2005-04-03 00:00:00,Shipped,496,2005-06-09 12:00:00,2005-06-09 12:00:00,
10400,2005-04-01 00:00:00,2005-04-11 00:00:00,2005-04-04 00:00:00,Shipped,450,2005-06-09 12:00:00,2005-06-09 12:00:00,
10401,2005-04-03 00:00:00,2005-04-14 00:00:00,,On Hold,328,2005-06-09 12:00:00,2005-06-09 12:00:00,
10402,2005-04-07 00:00:00,2005-04-14 00:00:00,2005-04-12 00:00:00,Shipped,406,2005-06-09 12:00:00,2005-06-09 12:00:00,
10403,2005-04-08 00:00:00,2005-04-18 00:00:00,2005-04-11 00:00:00,Shipped,201,2005-06-09 12:00:00,2005-06-09 12:00:00,
10404,2005-04-08 00:00:00,2005-04-14 00:00:00,2005-04-11 00:00:00,Shipped,323,2005-06-09 12:00:00,2005-06-09 12:00:00,
10405,2005-04-14 00:00:00,2005-04-24 00:00:00,2005-04-20 00:00:00,Shipped,209,2005-06-09 12:00:00,2005-06-09 12:00:00,
10406,2005-04-15 00:00:00,2005-04-25 00:00:00,2005-04-21 00:00:00,Disputed,145,2005-06-09 12:00:00,2005-06-09 12:00:00,
10407,2005-04-22 00:00:00,2005-05-04 00:00:00,,On Hold,450,2005-06-09 12:00:00,2005-06-09 12:00:00,
10408,2005-04-22 00:00:00,2005-04-29 00:00:00,2005-04-27 00:00:00,Shipped,398,2005-06-09 12:00:00,2005-06-09 12:00:00,
10409,2005-04-23 00:00:00,2005-05-05 00:00:00,2005-04-24 00:00:00,Shipped,166,2005-06-09 12:00:00,2005-06-09 12:00:00,
10410,2005-04-29 00:00:00,2005-05-10 00:00:00,2005-04-30 00:00:00,Shipped,357,2005-06-09 12:00:00,2005-06-09 12:00:00,
10411,2005-05-01 00:00:00,2005-05-08 00:00:00,2005-05-06 00:00:00,Shipped,233,2005-06-09 12:00:00,2005-06-09 12:00:00,
10412,2005-05-03 00:00:00,2005-05-13 00:00:00,2005-05-05 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10413,2005-05-05 00:00:00,2005-05-14 00:00:00,2005-05-09 00:00:00,Shipped,175,2005-06-09 12:00:00,2005-06-09 12:00:00,
10414,2005-05-06 00:00:00,2005-05-13 00:00:00,,On Hold,362,2005-06-09 12:00:00,2005-06-09 12:00:00,
10415,2005-05-09 00:00:00,2005-05-20 00:00:00,2005-05-12 00:00:00,Disputed,471,2005-06-09 12:00:00,2005-06-09 12:00:00,
10416,2005-05-10 00:00:00,2005-05-16 00:00:00,2005-05-14 00:00:00,Shipped,386,2005-06-09 12:00:00,2005-06-09 12:00:00,
10417,2005-05-13 00:00:00,2005-05-19 00:00:00,2005-05-19 00:00:00,Disputed,141,2005-06-09 12:00:00,2005-06-09 12:00:00,
10418,2005-05-16 00:00:00,2005-05-24 00:00:00,2005-05-20 00:00:00,Shipped,412,2005-06-09 12:00:00,2005-06-09 12:00:00,
10419,2005-05-17 00:00:00,2005-05-28 00:00:00,2005-05-19 00:00:00,Shipped,382,2005-06-09 12:00:00,2005-06-09 12:00:00,
10420,2005-05-29 00:00:00,2005-06-07 00:00:00,2005-06-11 00:00:00,Shipped,282,2005-06-09 12:00:00,2005-06-11 05:11:21,
10421,2005-05-29 00:00:00,2005-06-06 00:00:00,2005-06-10 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-10 05:11:05,
10422,2005-05-30 00:00:00,2005-06-11 00:00:00,,In Process,157,2005-06-09 12:00:00,2005-06-09 12:00:00,
10423,2005-05-30 00:00:00,2005-06-05 00:00:00,2005-06-10 00:00:00,Shipped,314,2005-06-09 12:00:00,2005-06-10 03:13:16,
10424,2005-05-31 00:00:00,2005-06-08 00:00:00,2005-06-13 00:00:00,Shipped,141,2005-06-09 12:00:00,2005-06-13 05:21:17,
10425,2005-05-31 00:00:00,2005-06-07 00:00:00,2005-06-10 00:00:00,Shipped,119,2005-06-09 12:00:00,2005-06-10 05:05:24,
10160,2003-10-11 00:00:00,2003-10-17 00:00:00,2003-10-17 00:00:00,Shipped,347,2005-06-09 12:00:00,2005-06-09 12:00:00,
10165,2003-10-22 00:00:00,2003-10-31 00:00:00,2003-12-26 00:00:00,Shipped,148,2005-06-09 12:00:00,2005-06-09 12:00:00,
10124,2003-05-21 00:00:00,2003-05-29 00:00:00,2003-05-25 00:00:00,Shipped,112,2005-06-09 12:00:00,2005-06-09 12:00:00,
10175,2003-11-06 00:00:00,2003-11-14 00:00:00,2003-11-09 00:00:00,Shipped,324,2005-06-09 12:00:00,2005-06-09 12:00:00,
10206,2003-12-05 00:00:00,2003-12-13 00:00:00,2003-12-08 00:00:00,Shipped,202,2005-06-09 12:00:00,2005-06-09 12:00:00,
10224,2004-02-21 00:00:00,2004-03-02 00:00:00,2004-02-26 00:00:00,Shipped,171,2005-06-09 12:00:00,2005-06-09 12:00:00,
10256,2004-06-08 00:00:00,2004-06-16 00:00:00,2004-06-10 00:00:00,Shipped,145,2005-06-09 12:00:00,2005-06-09 12:00:00,
10275,2004-07-23 00:00:00,2004-08-02 00:00:00,2004-07-29 00:00:00,Shipped,119,2005-06-09 12:00:00,2005-06-09 12:00:00,
10282,2004-08-20 00:00:00,2004-08-26 00:00:00,2004-08-22 00:00:00,Shipped,124,2005-06-09 12:00:00,2005-06-09 12:00:00,
10288,2004-09-01 00:00:00,2004-09-11 00:00:00,2004-09-05 00:00:00,Shipped,166,2005-06-09 12:00:00,2005-06-09 12:00:00,
10295,2004-09-10 00:00:00,2004-09-17 00:00:00,2004-09-14 00:00:00,Shipped,362,2005-06-09 12:00:00,2005-06-09 12:00:00,
10320,2004-11-03 00:00:00,2004-11-13 00:00:00,2004-11-07 00:00:00,Shipped,144,2005-06-09 12:00:00,2005-06-09 12:00:00,
10327,2004-11-10 00:00:00,2004-11-19 00:00:00,2004-11-13 00:00:00,Resolved,145,2005-06-09 12:00:00,2005-06-09 12:00:00,
10354,2004-12-04 00:00:00,2004-12-10 00:00:00,2004-12-05 00:00:00,Shipped,323,2005-06-09 12:00:00,2005-06-09 12:00:00,
10360,2004-12-16 00:00:00,2004-12-22 00:00:00,2004-12-18 00:00:00,Shipped,496,2005-06-09 12:00:00,2005-06-09 12:00:00,
10367,2005-01-12 00:00:00,2005-01-21 00:00:00,2005-01-16 00:00:00,Resolved,205,2005-06-09 12:00:00,2005-06-09 12:00:00,
10427,2005-06-10 04:26:13,2005-06-12 00:00:00,,In Process,497,2005-06-10 10:14:50,2005-06-10 10:14:50,
10426,2005-06-10 00:14:45,2005-06-12 00:00:00,2005-06-11 00:00:00,Shipped,500,2005-06-10 09:44:21,2005-06-11 01:48:30,
10428,2005-06-10 06:09:03,2005-06-12 00:00:00,,In Process,499,2005-06-10 04:51:40,2005-06-10 04:51:40,
10429,2005-06-10 06:11:41,2005-06-12 00:00:00,2005-06-11 00:00:00,Shipped,151,2005-06-10 10:59:05,2005-06-11 09:56:01,
10431,2005-06-10 01:27:53,2005-06-11 00:00:00,2005-06-12 00:00:00,Shipped,276,2005-06-10 00:17:38,2005-06-12 05:42:54,
10430,2005-06-10 01:16:13,2005-06-11 00:00:00,,Cancelled,201,2005-06-10 07:29:58,2005-06-11 07:44:22,2005-06-11 00:00:00
10432,2005-06-11 05:46:19,2005-06-12 00:00:00,,In Process,501,2005-06-11 09:18:18,2005-06-11 09:18:18,
10434,2005-06-11 08:38:48,2005-06-12 00:00:00,,In Process,503,2005-06-11 02:21:44,2005-06-11 02:21:44,
10433,2005-06-11 02:08:59,2005-06-12 00:00:00,2005-06-14 00:00:00,Shipped,502,2005-06-11 03:00:53,2005-06-14 01:11:40,
10435,2005-06-11 09:05:15,2005-06-13 00:00:00,,Cancelled,121,2005-06-11 11:50:12,2005-06-12 17:35:48,2005-06-12 00:00:00
10436,2005-06-11 08:49:10,2005-06-12 00:00:00,2005-06-12 00:00:00,Shipped,145,2005-06-11 10:54:23,2005-06-12 07:40:54,
10437,2005-06-11 00:30:34,2005-06-12 00:00:00,2005-06-14 00:00:00,Shipped,385,2005-06-11 05:55:50,2005-06-14 09:07:58,
10442,2005-06-12 11:02:29,2005-06-13 00:00:00,,In Process,505,2005-06-12 01:01:11,2005-06-12 01:01:11,
10441,2005-06-12 01:45:22,2005-06-13 00:00:00,2005-06-14 00:00:00,Shipped,508,2005-06-12 11:53:09,2005-06-14 09:22:33,
10440,2005-06-12 07:59:22,2005-06-14 00:00:00,,In Process,510,2005-06-12 05:28:31,2005-06-12 05:28:31,
10438,2005-06-12 08:40:54,2005-06-13 00:00:00,2005-06-13 00:00:00,Shipped,507,2005-06-12 03:21:46,2005-06-13 07:54:22,
10439,2005-06-12 05:46:35,2005-06-13 00:00:00,,Cancelled,506,2005-06-12 00:28:54,2005-06-13 06:14:30,2005-06-13 00:00:00
10446,2005-06-12 10:56:28,2005-06-13 00:00:00,,In Process,320,2005-06-12 03:42:41,2005-06-12 03:42:41,
10444,2005-06-12 10:19:56,2005-06-14 00:00:00,,In Process,233,2005-06-12 08:41:16,2005-06-12 08:41:16,
10443,2005-06-12 02:40:27,2005-06-13 00:00:00,,In Process,175,2005-06-12 11:39:45,2005-06-12 11:39:45,
10445,2005-06-12 03:28:50,2005-06-13 00:00:00,2005-06-13 00:00:00,Shipped,146,2005-06-12 10:55:22,2005-06-13 06:35:21,
10447,2005-06-12 00:17:40,2005-06-14 00:00:00,,In Process,204,2005-06-12 08:11:31,2005-06-12 08:11:31,
10448,2005-06-13 11:29:23,2005-06-15 00:00:00,,In Process,511,2005-06-13 03:29:23,2005-06-13 03:29:23,
10450,2005-06-13 09:51:46,2005-06-15 00:00:00,,In Process,512,2005-06-13 04:12:44,2005-06-13 04:12:44,
10451,2005-06-13 02:43:49,2005-06-15 00:00:00,,In Process,515,2005-06-13 04:07:12,2005-06-13 04:07:12,
10449,2005-06-13 06:44:27,2005-06-14 00:00:00,2005-06-14 00:00:00,Shipped,518,2005-06-13 08:26:12,2005-06-14 00:29:49,
10455,2005-06-13 08:40:34,2005-06-15 00:00:00,,In Process,187,2005-06-13 04:00:07,2005-06-13 04:00:07,
10452,2005-06-13 02:29:47,2005-06-14 00:00:00,,In Process,311,2005-06-13 09:38:10,2005-06-13 09:38:10,
10453,2005-06-13 03:20:52,2005-06-15 00:00:00,2005-06-14 00:00:00,Shipped,249,2005-06-13 05:58:05,2005-06-14 03:37:20,
10454,2005-06-13 04:04:02,2005-06-14 00:00:00,,In Process,497,2005-06-13 05:28:59,2005-06-13 05:28:59,
10458,2005-06-14 03:09:29,2005-06-15 00:00:00,,In Process,519,2005-06-14 08:52:07,2005-06-14 08:52:07,
10457,2005-06-14 11:02:25,2005-06-15 00:00:00,,In Process,522,2005-06-14 06:16:41,2005-06-14 06:16:41,
10456,2005-06-14 08:18:26,2005-06-16 00:00:00,,In Process,523,2005-06-14 00:17:51,2005-06-14 00:17:51,
10459,2005-06-14 07:39:20,2005-06-15 00:00:00,,In Process,521,2005-06-14 03:25:08,2005-06-14 03:25:08,
10460,2005-06-14 01:23:23,2005-06-15 00:00:00,,In Process,524,2005-06-14 01:38:35,2005-06-14 01:38:35,
10463,2005-06-14 01:47:31,2005-06-16 00:00:00,,In Process,181,2005-06-14 04:59:20,2005-06-14 04:59:20,
10462,2005-06-14 03:33:53,2005-06-16 00:00:00,,In Process,121,2005-06-14 08:56:00,2005-06-14 08:56:00,
10461,2005-06-14 01:21:46,2005-06-15 00:00:00,,In Process,151,2005-06-14 00:42:10,2005-06-14 00:42:10,
10464,2005-06-14 07:34:30,2005-06-16 00:00:00,,In Process,211,2005-06-14 01:15:32,2005-06-14 01:15:32,
10465,2005-06-14 03:32:33,2005-06-16 00:00:00,,In Process,511,2005-06-14 10:03:10,2005-06-14 10:03:10,
