ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,CREATE_TIMESTAMP,UPDATE_TIMESTAMP
10211,S12_1099,41,171.22,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S12_2823,36,126.52,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S12_3990,28,79.8,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S18_3278,35,73.17,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S18_3782,46,60.3,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S18_4721,41,148.8,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S24_1578,25,109.32,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S24_2360,21,62.33,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S32_2206,41,39.83,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10211,S32_4485,37,94.91,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S12_3380,39,99.82,16,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S12_4675,33,110.55,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S18_1889,20,64.68,14,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S18_2870,40,117.48,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S18_3232,40,155.79,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S24_1046,41,61.73,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S24_2766,45,81.78,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S24_3191,27,77.91,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10212,S24_3432,46,100.66,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10213,S18_4409,38,84.67,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10214,S18_1749,30,166.6,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10214,S18_2248,21,53.28,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10214,S18_2795,50,167.06,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10214,S24_1937,20,32.19,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10215,S10_1949,35,205.73,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10215,S18_1342,27,92.47,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10215,S18_1367,33,53.91,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10215,S18_2957,31,56.21,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10215,S18_4668,46,42.76,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10215,S24_4258,39,94.47,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10217,S10_4962,48,132.97,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10217,S18_2432,35,58.34,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10217,S32_1268,21,78.97,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10217,S700_2824,31,90.02,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10218,S18_2319,22,110.46,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10219,S12_4473,48,94.8,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10219,S32_2509,35,47.62,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10220,S12_1108,32,189.1,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10220,S12_3891,27,166.1,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10220,S18_4027,50,126.39,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10220,S32_3207,20,49.71,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10220,S50_1514,30,56.82,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10221,S18_3140,33,133.86,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10221,S18_4522,39,84.26,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S10_4757,49,133.28,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S18_1662,49,137.19,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S18_3856,45,88.93,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S24_2841,32,56.86,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S24_3816,46,77.99,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S700_1138,31,58.67,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S700_2047,26,80.56,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S700_3505,38,84.14,16,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S700_3962,31,81.43,17,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S72_1253,31,45.19,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10222,S72_3212,36,48.59,18,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S10_4698,49,189.79,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S18_2625,28,58.75,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S24_1578,32,104.81,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S24_2000,38,60.94,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S32_4289,20,66.73,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S50_1341,41,41.02,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S700_2834,29,113.9,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10223,S700_3167,26,79.2,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10224,S24_2360,37,60.26,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10224,S32_4485,30,94.91,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10224,S50_4713,50,81.36,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S12_3380,25,101,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S18_1129,32,116.06,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S18_1889,47,71.61,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S18_3278,37,69.96,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S18_3482,27,119.06,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S24_3371,24,51.43,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10225,S24_4620,46,77.61,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10226,S18_1589,38,108.26,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10226,S18_2870,24,125.4,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10226,S24_1046,21,65.41,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10226,S24_3432,48,95.3,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S18_1342,25,85.27,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S18_1749,26,136,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S18_2795,29,146.81,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S18_3320,33,99.21,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S18_4933,37,70.56,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S24_1937,42,27.22,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S24_2887,33,102.17,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10227,S24_3969,27,34.88,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10228,S10_1949,29,214.3,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10228,S18_2949,24,101.31,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10228,S24_4258,33,84.73,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S10_4962,50,138.88,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S12_4473,36,95.99,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S18_3232,22,157.49,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S18_4600,41,119.87,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S24_2300,48,115.01,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S24_2840,33,34.65,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S32_1268,25,78.97,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S32_2509,23,49.78,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10229,S700_2824,50,91.04,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S12_3148,43,128.42,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S18_2238,49,153.91,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S18_4027,42,142.18,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S24_4048,45,99.36,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S32_3207,46,59.03,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S50_1392,34,100.7,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10230,S50_1514,43,57.41,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10231,S12_3891,49,147.07,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S18_3140,22,133.86,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S18_3259,48,97.81,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S18_4522,23,78.12,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S700_1938,26,84.88,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S700_3505,48,86.15,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S700_3962,35,81.43,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10232,S72_3212,24,48.59,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10233,S700_1138,36,66,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10233,S700_2610,29,67.94,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S10_4757,48,118.32,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S18_1662,50,146.65,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S18_3856,39,85.75,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S24_2841,44,67.14,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S24_3420,25,65.09,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S24_3816,31,78.83,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10234,S72_1253,40,45.69,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S18_2581,24,81.95,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S24_1785,23,89.72,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S24_3949,33,55.27,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S32_1374,41,90.9,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S32_4289,34,66.73,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S50_1341,41,37.09,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S700_2466,38,92.74,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S700_2834,25,116.28,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S700_3167,32,73.6,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10235,S700_4002,34,70.33,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10236,S18_2625,23,52.7,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10236,S24_2000,36,65.51,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S10_1678,23,91.87,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S10_4698,39,158.8,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S18_3782,26,49.74,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S24_1578,20,109.32,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S24_2360,26,62.33,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S32_2206,26,35,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10237,S50_4713,20,78.92,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S12_1099,28,161.49,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S12_3380,29,104.52,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S12_3990,20,73.42,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S18_3482,49,144.05,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S18_4721,44,120.53,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S24_3371,47,53.88,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10238,S24_4620,22,67.91,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10239,S18_1889,46,70.07,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10239,S18_3232,47,135.47,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10239,S24_2972,20,32.47,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10239,S24_3856,29,133.41,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10240,S18_1984,37,136.56,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10240,S18_3685,37,134.22,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S18_1589,21,119.46,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S18_1749,41,153,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S18_2870,44,126.72,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S18_4409,42,77.31,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S18_4933,30,62.72,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S24_1046,22,72.02,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S24_2766,47,89.05,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S24_2887,28,117.44,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S24_3191,26,69.34,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10241,S24_3432,27,107.08,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10243,S24_1937,33,30.87,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10244,S18_1342,40,99.66,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10244,S18_2795,43,141.75,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10244,S18_2949,30,87.13,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10244,S18_3320,36,87.3,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10244,S24_4258,40,97.39,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10245,S10_1949,34,195.01,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10245,S12_1666,38,120.27,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10245,S18_4668,45,48.8,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10245,S32_1268,37,81.86,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10245,S700_2824,44,81.93,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10246,S12_4473,46,99.54,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10246,S18_2432,30,57.73,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10246,S24_1444,44,46.24,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10246,S24_2300,29,118.84,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10246,S24_4048,46,100.54,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10247,S12_1108,44,195.33,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10247,S12_3148,25,140.5,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10247,S12_3891,27,167.83,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10247,S50_1514,49,51.55,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S18_3029,21,80.86,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S18_3140,32,133.86,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S18_4522,42,87.77,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S24_3816,23,83.02,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S700_1138,36,66,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S700_2610,32,69.39,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10248,S700_3505,30,84.14,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10249,S18_3856,46,88.93,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10249,S24_3420,25,65.75,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10249,S700_2047,40,85.99,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S18_1662,45,148.23,14,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S24_2000,32,63.22,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S24_3949,40,61.42,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S32_1374,31,99.89,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S32_4289,50,62.6,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S700_2466,35,90.75,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S700_3167,44,76,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10250,S700_4002,38,65.89,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10251,S10_2016,44,115.37,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10251,S18_2625,44,58.15,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10251,S24_1578,50,91.29,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10252,S18_3482,41,145.52,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10252,S18_3782,31,50.36,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10252,S24_4620,38,69.52,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10252,S32_4485,25,93.89,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10252,S50_4713,48,72.41,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S12_3380,22,102.17,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S18_1129,26,130.22,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S18_1589,24,103.29,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S18_1889,23,67.76,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S18_2870,37,114.84,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S24_2972,40,34.74,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10253,S24_3371,24,50.82,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S18_1749,49,137.7,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S18_2248,36,55.09,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S18_4933,30,59.87,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S24_1628,32,43.27,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S24_1937,38,28.88,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S24_2887,33,111.57,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10254,S24_3969,20,39.8,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10255,S18_2795,24,135,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10256,S18_1342,34,93.49,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10257,S18_2957,49,59.34,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10257,S18_3136,37,83.78,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10257,S24_4258,46,81.81,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10258,S10_1949,32,177.87,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10258,S18_4668,21,49.81,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10258,S700_2824,45,86.99,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S10_4962,26,121.15,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S18_2238,30,134.26,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S18_3232,27,152.41,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S18_4600,41,107.76,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S24_2300,47,121.4,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S24_2840,31,31.47,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10259,S50_1392,29,105.33,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10260,S12_3148,30,140.5,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10260,S12_3891,44,169.56,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10260,S18_3259,29,92.77,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10260,S24_4048,23,117.1,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10260,S50_1514,21,56.24,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10260,S700_1938,33,80.55,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10261,S18_4522,20,80.75,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10261,S700_1138,34,64,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10261,S700_2610,44,58.55,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10261,S700_3962,50,88.39,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10261,S72_3212,29,43.68,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S18_1662,49,157.69,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S18_3029,32,81.72,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S24_1785,34,98.48,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S24_2841,24,63.71,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S24_3420,46,65.75,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S24_3816,49,82.18,16,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S32_4289,40,63.97,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S50_1341,49,35.78,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S700_1691,40,87.69,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S700_2047,44,83.28,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S700_3167,27,64.8,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S700_4002,35,64.41,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10262,S72_1253,21,41.71,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S10_1678,34,89,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S10_4698,41,193.66,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S12_2823,48,123.51,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S18_2581,33,67.58,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S18_2625,34,50.27,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S24_2000,37,67.03,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S24_4278,24,59.41,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S32_1374,31,93.9,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10263,S700_2834,47,117.46,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10264,S18_4721,20,124.99,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10264,S24_2360,37,61.64,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10264,S24_4620,47,75.18,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10264,S32_2206,20,39.02,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10264,S50_4713,47,67.53,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10265,S18_3278,45,74.78,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10265,S18_3482,49,123.47,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S12_1099,44,188.73,14,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S12_3990,35,67.83,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S12_4675,40,112.86,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S18_1129,21,131.63,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S18_1589,36,99.55,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S18_1984,49,139.41,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S18_2870,20,113.52,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S18_3232,29,137.17,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S24_1628,28,40.25,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S24_2972,34,35.12,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S24_3371,47,56.33,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10266,S24_3856,24,119.37,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10267,S24_1046,40,72.02,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10267,S24_2766,38,76.33,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10267,S24_2887,43,93.95,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10267,S24_3191,44,83.9,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_1342,49,93.49,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_1367,26,45.82,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_1749,34,164.9,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_2248,31,60.54,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_2795,35,148.5,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_3320,39,96.23,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S18_4409,35,84.67,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S24_1937,33,31.86,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10268,S24_3969,30,37.75,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10269,S18_2957,32,57.46,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10269,S24_4258,48,95.44,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S10_1949,21,171.44,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S12_1666,28,135.3,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S18_1097,43,94.5,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S18_2949,31,81.05,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S18_3136,38,85.87,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S18_4668,44,40.25,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S32_1268,32,93.42,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S32_3522,21,52.36,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10270,S700_2824,46,101.15,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10271,S18_2238,50,147.36,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10271,S18_2319,50,121.5,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10271,S18_2432,25,59.55,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10271,S24_1444,45,49.71,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10271,S24_4048,22,110,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10271,S32_2509,35,51.95,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10272,S12_1108,35,187.02,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10272,S12_3148,27,123.89,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10272,S32_3207,45,56.55,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10273,S10_4757,30,136,4,2005-06-09 12:00:00,2005-06-09 12:00:00
